text,sentiment,Time of Tweet,Age of User,Land Area (Km²),Continent,Density_Level,Population_Group
_bug68 Bill is super!! Thanks you!!,positive,night,31-45,183630.0,AS,Low,Medium
 Good to hear..!,positive,morning,46-60,139960.0,AS,Low,Medium
going out on thursdays is a terrible idea. i knew there was a reason i haven`t done it all quarter. *pops advil*,negative,noon,60-70,885800.0,AF,Low,Medium
 No FAIR!,negative,night,70-100,510890.0,AS,Medium,Medium
Watching TV with the best people in the whole world !!!!! My Mum and My Sis Agus (: Love you all ! Twitter you later ha,positive,morning,0-20,14870.0,Other,Low,Medium
Getting bored sitting at the hotel room the entire day,negative,noon,21-30,54390.0,AF,Medium,Medium
im pretty sure i miss watching 'Yo Gabba Gabba' with my niece,negative,morning,46-60,5130.0,NA,Medium,Medium
#bgt It`s a shame that the Dreambears won`t get through,negative,night,70-100,770000.0,AS,Medium,Medium
i dont like funerals,negative,morning,0-20,469930.0,AS,Low,Medium
The Taxi Q at Pelangi was super loooong.. and now I`m getting headaches because of the hot-cold transition,negative,morning,46-60,579320.0,EU,Low,Medium
 break a leg  but don`t do it for real it just a saying :p ' good luck',positive,night,70-100,241930.0,EU,Medium,Medium
Just got home  interesting night,positive,morning,0-20,9147420.0,NA,Low,High
Employee orientation for serco  yayy.. I`m excited/nervous!!!! Wish me luck!,positive,night,31-45,425400.0,AS,Low,Medium
head hurt,negative,morning,46-60,12200.0,OC,Low,Low
Round and Round the Garden: The amazing thing is that he`s still talking to me!  http://rly.cc/JNFwN,positive,noon,60-70,882050.0,SA,Low,Medium
have been to portugal. and spain. and has a sore throat. scary?,negative,morning,0-20,527970.0,AS,Low,Medium
Have been feeling very sick    had day off today... ARRRGH,negative,noon,21-30,743390.0,AF,Low,Medium
 aw thas good im glad your happy  i jus been chillin,positive,night,31-45,386850.0,AF,Low,Medium
 i didnt get the msg!! :`( but i bought princess,negative,morning,46-60,652860.0,AS,Low,Medium
Got back from Arizona yesterday.  Moved the furniture and stuff out of the Arizona house and shipped it to Redwood City.    How sad.,negative,noon,60-70,27400.0,EU,Medium,Medium
  Ah bad times   I hate exams. I feel so unprepared this time as well. Sucks haha.,negative,noon,21-30,1246700.0,AF,Low,Medium
Jane is really sad because she probably won`t get perfect on tonight`s quiz without the missing article. Should`ve asked someone for it.,negative,morning,46-60,2736690.0,SA,Low,Medium
"_ritz alrighty, thnx  good night.",positive,noon,60-70,28470.0,AS,Medium,Medium
"iigghhtt, just fur geet it. idc. idk. eh blah ugh. blah idk... hah..=] um yah.. immboredddd, ugh  ill just fuckitt",negative,night,70-100,7682300.0,OC,Low,Medium
" No, I`m working on it all day Monday. Will try to remember to email but if you`re smart you`ll remind me.",positive,morning,0-20,82400.0,EU,Medium,Medium
" Yes,it`s beautiful and i`m fortunate to live in the thick of it..Very relaxing",positive,night,31-45,10010.0,NA,Low,Low
I`m my mom`s company picnic at a Lake Elsinore Storm game. Oh the things we do to please moms,positive,morning,46-60,760.0,AS,High,Medium
 so excited for you and Paris ooh lala  i look forward to knowing you a long long time lovely ! hugs n kisses g,positive,night,70-100,430.0,NA,High,Low
Hadnt cried in such a long time,negative,morning,0-20,202910.0,EU,Low,Medium
 ...Now I`m going back to bed. LOL. Enjoy your time at the gym. I`ll be sleeping.,positive,night,31-45,22810.0,NA,Low,Low
Just got a new Ipod.  Life`s Good.,positive,morning,46-60,112760.0,AF,Medium,Medium
 yay!  excited?,positive,noon,60-70,38100.0,AS,Low,Low
A year from now is graduation....i am pretty sure i`m not ready for it!?!?!?,negative,morning,0-20,51000.0,EU,Low,Medium
 The Beatles? Those scousers with funny haircuts? More talent in The Banana Splits!,positive,noon,21-30,566730.0,AF,Low,Medium
has such a freakin migraine,negative,morning,46-60,5270.0,AS,Low,Low
 haha okay you were talking about middle college grad I think and I got worried,negative,night,31-45,4030.0,AF,Medium,Low
 i think i`ll be home more than i want to be next week - no work booked in for the forseeable.,positive,morning,46-60,176520.0,AS,Low,Medium
 Good work.I`ve only just managed to turn my studio on... I envy your productivity,negative,night,70-100,9093510.0,NA,Low,Medium
There`s a spider in my room. Save me...,negative,noon,21-30,1259200.0,AF,Low,Medium
" don`t i know it! i live in the middle of nowhere, my house is spider central",negative,noon,60-70,1109500.0,SA,Low,Medium
Had a ton of fun w muffin today,positive,night,70-100,1861.0,AF,Medium,Low
"I`m Twitter dumb. Just saw my '.com' & all the kind folks who`ve tweeted me. AH!So sorry, I`m not ignoring you, just SLOW.",negative,morning,0-20,342000.0,Other,Low,Medium
finally graduation no more school ... im sick today,negative,noon,60-70,9240.0,AS,Medium,Medium
"P9 for Danica and your team... Not a end of the world, now is just hopes for a great race",positive,morning,0-20,2267050.0,AF,Low,Medium
" if you don`t mind, change your profile pic with a picture of you in UK. It`ll be fun",positive,night,70-100,248360.0,SA,Low,Medium
The best I could do for proof of the crack  LOL  http://twitpic.com/66ust,positive,morning,0-20,995450.0,AF,Medium,High
Star Trek was actually really good,positive,noon,21-30,20720.0,NA,Medium,Medium
 Neither could i! And i looked on ebay and it was like 250 euro for two!!!! but i doubt my parents would fork that amount out,negative,night,31-45,28050.0,AF,Low,Medium
 unfortunately I am stuck at work so I can`t get said prize,negative,morning,0-20,1000000.0,AF,Medium,High
'AAARRRGGGGHHH' is the only thing that can decribe how I feel rite now!,negative,noon,60-70,257670.0,AF,Low,Medium
 yummy curry  save me some please lol,positive,noon,21-30,348560.0,EU,Medium,Medium
Sitting at the Connection listening to the employees reminisce and mope about their last shift,negative,morning,46-60,128900.0,EU,Low,Medium
 The Northern Clemency.  But I don`t recommend it.  Too much description and not enough action. Too slow,negative,noon,60-70,340.0,NA,Medium,Low
"Back from SOAP, soooo fun.",positive,night,31-45,196850.0,SA,Low,Low
Have just bought a TV tuner for my laptop.  He he.  I deserve a present,positive,night,70-100,111890.0,NA,Low,Medium
 havin fun? x btw isnt it bowling? ****,positive,noon,21-30,100250.0,EU,Low,Low
Nungguin my Sista in law lahiran di RS Asih...kayaknya sih sore ini lahiran. Yeayy another baby girl in the family,positive,morning,46-60,1811570.0,AS,Medium,High
_Robert ha that was ages ago!  youre in LA right? the weather is much better there...,positive,noon,60-70,1630000.0,AS,Low,Medium
  I appreciate you,positive,morning,0-20,68890.0,EU,Low,Medium
" Nicky, I LAND at 10pm, it will be like 10:40 before I get home! UGH! Wont be any fish fry left for me anyways",negative,noon,21-30,21640.0,AS,Medium,Medium
this sucks schools over and there is nothing to do,negative,night,31-45,810.0,OC,Medium,Low
I`m so hungry,negative,night,70-100,230800.0,AS,Low,Medium
Off to bed I go to dream of a world where Wal-Mart and Liquor stores all get blown up,negative,morning,0-20,62200.0,EU,Low,Medium
 ohhh ok. thats upsetting  sorry for wasting your time. ****,negative,morning,46-60,96320.0,AF,Low,Medium
So bummed that I can`t see LTJ in June  hoping for a UK yoke soon,negative,night,31-45,581795.0,AF,Low,Medium
 It`s a lie just like the restaraunt named 'Garfields'... he is nowhere to be found,negative,morning,46-60,94280.0,AF,Medium,Medium
My eyes hurt,negative,noon,21-30,320.0,EU,High,Low
My TI89 died. I don`t know why.,negative,morning,46-60,1030700.0,AF,Low,Medium
unemployment line here i come.,negative,noon,60-70,2030.0,AF,High,Medium
 two macaroons go into a bar....one says oh your a nut.  wow I need to get out more.,positive,night,70-100,1943950.0,NA,Low,High
" factory ng Elmer`s? hihihi. sorry, corny! baka si ate ruby, alam!",negative,morning,0-20,700.0,OC,Medium,Low
" thank you for accepting my request!! must take care of my little girl, maybe i write back later",positive,noon,21-30,32850.0,EU,Medium,Medium
bad mood now,negative,night,31-45,1.0,EU,High,Low
The CD  player in my car is broken.  So much for listening to my Kidz Bop Happy Meal CD.,negative,morning,46-60,1553560.0,AS,Low,Medium
 oh @ work? poor boy,negative,morning,0-20,786380.0,AF,Low,Medium
Happy mother`s Day!!!! No gift to your mother can ever equal her gift to you - life,positive,noon,21-30,653290.0,Other,Low,Medium
just wants to get it over and done with. I miss working,negative,morning,46-60,20.0,OC,High,Low
  I am not a ****! damnit!  [sending you an e-mail right now btw],negative,noon,60-70,143350.0,AS,Medium,Medium
 thats great I`ll make sure I get a copy,positive,night,70-100,33720.0,EU,High,Medium
pool party at sherraton n brodi had  a blast! the friends made the evening bbqd at home with great conversation  funky n lifted day!!,positive,noon,21-30,120340.0,NA,Low,Medium
Getting a cleaning on tues then getting a tooth pulled on thurs. Then gotta schedule a bridge that might need a root canal--ugh.,negative,morning,46-60,910770.0,AF,Medium,High
loves her some worship papers. and had a fantastic day. the Lord is good. and constantly surprises me.,positive,night,70-100,25220.0,EU,Low,Medium
 im good! im on my laptop using and external internet plug. i need to send it away to be fixed,positive,noon,21-30,309500.0,AS,Low,Medium
" Good too thanks  So, you had a nice evening with your father? that`s cool  Thanks for the link BTW!!",positive,morning,46-60,460.0,OC,Low,Low
 serio barroca?? parabens!!!!!!! May the 4th be with you!,positive,night,70-100,74340.0,NA,Low,Medium
happy mother`s day to all the moms out there. i hope i never join that crowd,positive,noon,21-30,397300.0,SA,Low,Medium
hm seems to have been because my blog was marked as a phishing site,negative,night,31-45,1280000.0,SA,Low,Medium
_a_michael i plan on it! Goodnight,positive,morning,46-60,298170.0,AS,Medium,High
	REALLY?? oh.. sorry yall  lol,negative,noon,60-70,306000.0,EU,Medium,Medium
" - they have their headaches the morning after, instead!",negative,morning,0-20,11610.0,AS,Medium,Medium
I think I love a part of me saying some cynical words. Even though I smile when I say them. Do you think it`s bad?,positive,noon,21-30,230170.0,EU,Low,Medium
Had some lovely sugar puffs and just been playing with my amazing dog jack,positive,night,31-45,16376870.0,EU,Low,High
_storm lucky! I`m still working for another 4 hours!,positive,morning,46-60,24670.0,AF,High,Medium
_Y_Yankees changed my default pic since you`ve been showing so much love!,positive,noon,60-70,260.0,NA,Medium,Low
all my files got deleted,negative,night,70-100,610.0,NA,Medium,Low
" Don`t worry, you`ll get your stamina back soon  What kind of distances do you run usually?",positive,noon,21-30,2830.0,OC,Low,Low
" you and the guys should come down here, we are **** freezing out here!",negative,noon,60-70,2149690.0,AS,Low,Medium
 You`re welcome... and you`re welcome!,positive,morning,0-20,87460.0,EU,Low,Medium
Greg back in the top 10. This is why I love Nascar.,positive,noon,21-30,460.0,AF,Medium,Low
"my two new favorite prayers:  'help me, help me, help me.'  and 'thank you, thank you, thank you.'",positive,morning,46-60,700.0,AS,High,Medium
Covering my portfolio to send to my *dream job* in ny! Send good vibes!,positive,noon,60-70,48088.0,EU,Medium,Medium
 Nice glasses. Looks good,positive,morning,0-20,28000.0,OC,Low,Low
"is so excited for this summer... Steve Winwood and Eric Clapton, Eagles of Death Metal, and ahhh the Dead Weather",positive,night,31-45,1213090.0,AF,Low,Medium
"I`m just to far from where you are, I wanna go home...",positive,night,70-100,498800.0,EU,Low,Medium
" Yeah I just accepted UBC`s offer last night, but I dunno if I`ll still make it in because I`ve been slacking off a lot lately.",negative,morning,0-20,62710.0,AS,Medium,Medium
" Oh whoops, my bad",negative,noon,21-30,1765048.0,AF,Low,Medium
"i love all da sexy ladiez ya beautiful unique and sexy, and smart. dont let a **** call u a **** cuz ladies ya worth then dat i mean it",positive,night,31-45,156000.0,SA,Low,Low
 have fun tonight,positive,noon,60-70,39500.0,EU,Medium,Medium
" Didn`t think of that.  Why can`t people just be nice? Why would anyone think it`s ok to say that, much less make a movie.",negative,night,70-100,183630.0,AS,Low,Medium
Just got up from a nap.. Relaxing for the night,positive,noon,21-30,885800.0,AF,Low,Medium
 You must be scared to be trolling here. You guys are so sad.   #tcot #right,negative,night,31-45,510890.0,AS,Medium,Medium
Hm. Have you ever realized how incredibly over-rated Tokio Hotel is becoming? It makes me sad.,negative,morning,46-60,14870.0,Other,Low,Medium
Getting ready for college. I had a good sleep.  rainy day today. I love it.,positive,noon,60-70,54390.0,AF,Medium,Medium
 yeah. xD were so close already! xD i can talk to u about anything!  i love u gurrl. x3,positive,night,70-100,720.0,OC,Medium,Low
   you deserve so much better... hang in there good things come to those who wait!,positive,morning,0-20,5130.0,NA,Medium,Medium
 i miss that too,negative,noon,21-30,155360.0,AF,Low,Medium
"'Your gonna miss this, Your gonna want this back, Your gonna wish these days hadn`t gone by so fast'  So true I already miss this year",negative,night,70-100,199810.0,AF,Medium,Medium
"wow, serious hard time sleeping. on a decongestant and its keeping me wide awake. I JUST WANNA SLEEP",negative,night,31-45,241930.0,EU,Medium,Medium
" MISS YOU, TOO!",negative,night,70-100,425400.0,AS,Low,Medium
 I read them a couple of weeks ago  They work really well with the movie.,positive,noon,60-70,743390.0,AF,Low,Medium
 oooh sounds yummy.  If you get a chance to take some pics  please add them to the website as we don`t have many pies on there,positive,morning,0-20,652860.0,AS,Low,Medium
 CongratulationS. Great funky site! U did it waaw,positive,night,31-45,2381740.0,AF,Low,Medium
"While  on vacation,  having golden times spamming Google by 5.350 redirects. http://bit.ly/18kwzh",positive,morning,46-60,470.0,EU,Medium,Low
UP is out today!!! Why why why why does my head hurt so badly??!?!??!!?   I want to see it!!!,negative,morning,46-60,82400.0,EU,Medium,Medium
 yeah I guess so  it makes me very sad though becase the disc is scratched!,negative,night,70-100,10010.0,NA,Low,Low
" that would be lovely, alas the cubs would not be gracious enough to stop wrecking the house while we were soaking our bones",negative,noon,21-30,130170.0,AS,High,High
" I`m feeling much less alone now in my love for Fitzcarraldo, most people I mention it to have no idea what I am talking about.",negative,night,31-45,430.0,NA,High,Low
happy mother`s daaaaaaaaay,positive,morning,46-60,202910.0,EU,Low,Medium
Traffic is down to a crawl on I-94 right now.,negative,night,70-100,22810.0,NA,Low,Low
" no not proper, my dog barks too much & jumps up & its all my fault for not being strict enough",negative,night,31-45,1083300.0,SA,Low,Medium
i need people to talk to me please im very bored  x  follow me!,negative,morning,46-60,51000.0,EU,Low,Medium
" Im feeling sad, not likeing my new haircut",negative,noon,21-30,108560.0,EU,Low,Medium
" Hahah, thanks for the Tradewinds Odyssey bump.",positive,night,31-45,273600.0,AF,Low,Medium
 I`ll have to add your shop to my favorites! I love your needle wraps. Right now my needles are all in a mess in a basket,positive,morning,46-60,25680.0,AF,Medium,Medium
hearing the birds chirp makes me think its nice outside...well its not  rain rain go away!!!,positive,night,70-100,4030.0,AF,Medium,Low
i feel super sick,negative,noon,60-70,1259200.0,AF,Low,Medium
" i gotta say, i`m a little jealous",negative,morning,0-20,9388211.0,AS,Medium,High
 thank you dearie -- I just followed dome of them on there too!,positive,morning,0-20,106440.0,NA,Medium,Medium
Today was fun  I <3 meeting boardies! The acoustic set was just soo phenomenal!,positive,noon,21-30,9240.0,AS,Medium,Medium
doesn`t kno wat to do now ER is over  saddo,negative,night,31-45,77240.0,Other,Medium,Medium
  i hope you hoes are having so much fun...not TOO much without me though lol,positive,morning,46-60,2267050.0,AF,Low,Medium
 I`m sorry darling... I`m all over the place tonight.. I didn`t mean to neglect you..,negative,noon,60-70,42430.0,EU,Medium,Medium
"Apple is also rotten in the center, just my luck",negative,night,70-100,23180.0,AF,Low,Low
i want so bad to go to the mcfly`s concert  anybody up to go with me?,positive,morning,0-20,750.0,NA,Low,Low
 i forgot the yardsale event! ooh how pity i am,negative,noon,60-70,20720.0,NA,Medium,Medium
_au my pleasure... hey it was played at my going away from nz party back in 87 lots   so it is burned into my brain,positive,night,70-100,28050.0,AF,Low,Medium
 I appreciate your kind words. I am glad that the words resonate with you,positive,morning,0-20,101000.0,AF,Low,Medium
 ngobrolin favorite bands at the moment cii... kesian ya kamu speakernya rusak HAHAHA  benerin dong ci.,positive,night,31-45,17200.0,Other,Low,Medium
sitting in awe that the price to renew my laptops warranty has doubled in a matter of weeks,negative,noon,60-70,18270.0,OC,Low,Low
is so hungover. what a crazy night. i`m also in the bad books with mother!!,negative,noon,21-30,257670.0,AF,Low,Medium
I need to go to sleep before 4am tonight...  ... So exhausted.,negative,night,31-45,10120.0,AF,Medium,Medium
 Rocket surgery hey? HAHA I thought it was rocket SCIENCE? Oh.. is that all.. I knew that I swear. Thank you,positive,noon,60-70,348560.0,EU,Medium,Medium
ive got a headache now,negative,night,70-100,227540.0,AF,Medium,Medium
 you really chose the wrong time of year to do this didnt you,negative,morning,0-20,128900.0,EU,Low,Medium
_HotSawce owwwwww! gooood morning,positive,noon,21-30,340.0,NA,Medium,Low
THANKS GUYS! 200 FOLLOWERS,positive,morning,0-20,27560.0,NA,Medium,Medium
i am so bored.,negative,noon,21-30,0.0,Other,High,Low
" thanks for following, it means a lot to me  i love hey monday!",positive,night,31-45,111890.0,NA,Low,Medium
love the sweet g`nights every night,positive,morning,46-60,90530.0,EU,Medium,Medium
is bored hehehe  i hate IPT,negative,noon,60-70,100250.0,EU,Low,Low
 i havent got poked much,negative,noon,21-30,1630000.0,AS,Low,Medium
im joining twitter  lol,positive,night,31-45,434320.0,AS,Low,Medium
 Thank you very much Rex for FF,positive,morning,46-60,68890.0,EU,Low,Medium
THE SUN IS SHINING< THE SKY IS FACKING BLUE< TELETUBBIES? I HAVE TO **** WORK.,negative,noon,60-70,21640.0,AS,Medium,Medium
"Watched Adaptation, Interiors, and The Women (1939). All in all, good movie night. Breakfast with dad and kelley in the morning",positive,morning,0-20,10830.0,NA,Medium,Medium
 LOLL im a college girl...bahahah i love these blogs they`re so funny!,positive,noon,21-30,364555.0,AS,Medium,High
good topics. and ciggarettes.,positive,night,31-45,88780.0,AS,Medium,Medium
" i chewed up a Starbucks and a Subway gift card at Christmas time, I got in big trouble. I not allowed near purse.",negative,morning,46-60,2699700.0,AS,Low,Medium
"Happy Mother`s Day to all the Ladies... With all the moments we cherish with our children, today let those moments cherish you in return.",positive,noon,60-70,569140.0,AF,Low,Medium
 aw poor u   DON`T let her get 2 u just ignore her n keep ur head held high she iz just immature lil girl lol,negative,morning,0-20,17820.0,AS,Medium,Medium
" Yup, 1987 lol. SWEET YEAR  haha",positive,noon,21-30,191800.0,AS,Low,Medium
listening to the new demo! This song is going to be fantastic once its done!,positive,night,31-45,230800.0,AS,Low,Medium
_marie1 hey beautiful whats up?,positive,morning,46-60,62200.0,EU,Low,Medium
i really miss my satan kitty,negative,night,70-100,30360.0,AF,Low,Medium
Goodnight world and all who inhabit it!,positive,night,31-45,160.0,EU,Medium,Low
still aint get my vanilla frosty yet.,negative,morning,46-60,62700.0,EU,Low,Medium
knows its all going to sort itself out,positive,noon,60-70,2590.0,EU,Medium,Low
lost my keys at the mall... took me 45 mins to find them,negative,night,70-100,581795.0,AF,Low,Medium
Having rice crispies this morning  Brings back some good memories!,positive,morning,0-20,94280.0,AF,Medium,Medium
Google Chrome forgot what everything looks like for some reason,negative,noon,21-30,328550.0,AS,Low,Medium
"Immediately regretting my decision to come into the office today, miss my bed",negative,night,31-45,300.0,AS,High,Low
"I had a horrible dream  it had to do with a scary face, now im awake for the rest of the night. God dammit :\",negative,noon,60-70,320.0,EU,High,Low
" Yes, Cathy.  (Ordinarily, I don`t have much of a problem with naked girls chasing me, however!  )",positive,night,70-100,180.0,OC,Medium,Low
" Lucky you  I face south so I can hear them, and see them reflected off Phillips Point",positive,night,31-45,1943950.0,NA,Low,High
"can`t find my trusty hair tie  My hair will spill all over the place when I run!Mom`s bands doesn`t work for me,normal ones hurt.(((",negative,morning,46-60,700.0,OC,Medium,Low
"_juneau I did, until my parents got all f`d up and I started comfort-eating",negative,night,70-100,1.0,EU,High,Low
"3 days left of school!  For Bryce and Tyler, that`s 3 more days of elementary",positive,morning,0-20,1553560.0,AS,Low,Medium
 So sad. Your mom must be very shaken up. Peace and strength to her and the dear family that lost their little girl,negative,noon,21-30,13450.0,EU,Low,Low
 Maaan if I was in pain I`d come. I wanna come  eat some 4 me lol *rolls eyes*,negative,night,31-45,446300.0,AF,Low,Medium
Sitting outside in the cold by the ocean with a glass of wine.,positive,morning,46-60,786380.0,AF,Low,Medium
_smith1 wats i got luck for u guys to beat la!! lol i would like to see this best wishes to the denver nuggets but my cavs are done,positive,noon,60-70,653290.0,Other,Low,Medium
 come back to Perth     I missed the show here!,negative,night,70-100,823000.0,AF,Low,Medium
Stupid sun i  actually have to work now,negative,morning,0-20,20.0,OC,High,Low
 Red? wtf happened to dark blue + black stripes?,negative,noon,21-30,143350.0,AS,Medium,Medium
Happy Mother`s Day to every single mom out there. I love my mommy,positive,night,31-45,33720.0,EU,High,Medium
I`m so depressed right now. IDK...,negative,morning,46-60,263310.0,OC,Low,Medium
"Not to worry, noone got that one. Next question starts in 1 minute, get your thinking caps on",positive,night,70-100,1266700.0,AF,Low,Medium
"I promise to post new mini magical village today, the weather is perfect for it   See preview here: http://pengpengsplace.blogspot.com",positive,noon,21-30,120410.0,AS,Medium,Medium
Home with Maddie  I`m tired.. Goin` to bed afterwards,negative,night,31-45,25220.0,EU,Low,Medium
" I created a monster! bwahaha! oh, and I got your baby home safe and sound.",positive,morning,46-60,365000.0,EU,Low,Medium
i am going to be disgraced with myself for life if i don`t make it in next year. being a perfectionist sucks. good luckkkk,negative,noon,60-70,309500.0,AS,Low,Medium
 It`s going to be a fun night and I`m helping host it!!!,positive,noon,21-30,6020.0,Other,High,Medium
"Going to REtake my Softball photo because Patrick`s Studio is a piece of ****. Back here for chores. Some Friday, huh?",negative,night,31-45,74340.0,NA,Low,Medium
 thats real geek talk! haha...I feel you!,positive,noon,60-70,397300.0,SA,Low,Medium
 aww that is sad,negative,night,70-100,1280000.0,SA,Low,Medium
wanted to go to the club...dancing;)..but now iÃ¯Â¿Â½m tired anyways i have to go to work tomorrow!,negative,noon,21-30,306000.0,EU,Medium,Medium
" i love the cheesey ones, and the cool orignal ones  , , , skips i have when my brother has them got to try them u c haha",positive,morning,46-60,11610.0,AS,Medium,Medium
 thanks for teaching me how to play a part of that song,positive,night,70-100,16376870.0,EU,Low,High
The Veronicas are gonna rock the stage tomorrow  HAPPY MOTHER`S DAY EVERYONE!,positive,night,70-100,60.0,EU,High,Low
I`m hurtling headlong into a day of spanish and art. but my view is: after tomorrow it`s just REVISION and extra frees,negative,morning,0-20,960.0,AF,Medium,Low
- im hungry...but there`s no food at mah house.,negative,night,31-45,192530.0,AF,Low,Medium
Greenville Drive games just aren`t the same without the 'Baseball Guy' clown.,negative,night,70-100,72180.0,AF,Medium,Medium
 in that case.. that`s a stupid move  I thought they were being B-A,negative,morning,0-20,700.0,AS,High,Medium
Why are we busy ugh I have the largest headache,negative,noon,21-30,48088.0,EU,Medium,Medium
 I absolutely LOVE you.  Thanks,positive,night,31-45,20140.0,EU,Medium,Medium
HAHA! Follow john mayer..he`s a pretty funny guy  I want to move to L.A .... it`s so much more fun!,positive,night,70-100,1213090.0,AF,Low,Medium
 Don`t leave forever! We`ll miss you too much,negative,morning,0-20,97230.0,AS,High,Medium
  oh hi terri good now what about you? any good gossip,positive,night,70-100,156000.0,SA,Low,Low
Breaking the daily build broke my daily plan as well,negative,morning,0-20,410340.0,EU,Low,Medium
why does my body decide NOW is a good time to wake up every morning at 8?! Maybe Dean will wait for me in my dreams...,positive,morning,46-60,139960.0,AS,Low,Medium
 Defeated by a Polo,negative,noon,21-30,54390.0,AF,Medium,Medium
"has spent the last two weeks attempting to grow a beard (from scratch), but fears it may look a bit rubbish...  http://twitpic.com/66tyb",negative,morning,46-60,5130.0,NA,Medium,Medium
" i do i do, i feel absoulutley fine",positive,night,70-100,770000.0,AS,Medium,Medium
" they are all over one is a fan with a vip and the other one is the winner of the twisted vid  het si weer eens raar gelopen, chaos",positive,night,31-45,199810.0,AF,Medium,Medium
"Jason Mraz is still serenading me, while I read 'Judicial Supervision of Executive Action in the Commonwealth Caribbean'.  BBL!",positive,noon,21-30,175020.0,SA,Low,Medium
 then i kill Bradies gf and have Bradie,negative,night,31-45,425400.0,AS,Low,Medium
 I knew my mom loved flowers and she loves the Rieger Begonia so... hanging basket seemed perfect,positive,morning,46-60,12200.0,OC,Low,Low
Happy Mothers day  <3,positive,noon,60-70,882050.0,SA,Low,Medium
Goodnight!  Happy Mothers Day!,positive,morning,46-60,652860.0,AS,Low,Medium
 You better believe it!   and I wouldn`t miss it for the world!,positive,noon,60-70,27400.0,EU,Medium,Medium
end of work... Thank God! I accomplished a number of things...  http://plurk.com/p/rpaag,positive,night,70-100,2381740.0,AF,Low,Medium
 I really like pink after I saw her live while in the new T-MOBILE Advert,positive,night,31-45,440.0,NA,Medium,Low
 Will do - promise - thanks,positive,noon,60-70,28470.0,AS,Medium,Medium
Its a Bank Holiday!..... If you`re happy and you know it CLAP YOUR HANDS!,positive,morning,0-20,82400.0,EU,Medium,Medium
 aw man im sorry! I have logical reasoning I promise! I had to study in order to tutor my new student! 4give me,negative,noon,21-30,82658.0,AS,Medium,Medium
"Oh, ouch. That hurt.  **** washing machine is out to get me!  <.<    >.>",negative,morning,46-60,760.0,AS,High,Medium
" you`re welcome char, glad you liked the cake, it`s pretty simple you should give it a try",positive,night,70-100,430.0,NA,High,Low
 Were you going to come? The venue said that they couldn`t afford to open so cancelled it. I wish we were there now!,negative,morning,0-20,202910.0,EU,Low,Medium
wide awake ready for the big shopping trip! hope I get tones of sweet dealz and lots of fancy clothes,positive,noon,21-30,30280.0,EU,Medium,Medium
Thank you guts for 360 followers! It means a lot!,positive,night,31-45,22810.0,NA,Low,Low
" You got it! YAAAY!!! I was really worried your phone wouldn`t fit, so glad it does!  Happy Mother`s Day, lol!",positive,noon,60-70,38100.0,AS,Low,Low
" that is awesome!  spent the day studyin, chillin a lil b4 goin to bed, its slowly gettin colder in Paraguay, winter is comin",positive,night,70-100,273600.0,AF,Low,Medium
I miss the seniors already,negative,noon,21-30,318000.0,AF,Low,Medium
still no eat. still in office. and now i get sick throat 3 days before i leave for an air condition throat killing tour bus,negative,morning,46-60,176520.0,AS,Low,Medium
  really?! Ur getting rid of it! That`s sad,negative,noon,60-70,472710.0,AF,Low,Medium
What? But....but...the Nurburgring...  why is it so good? http://tinyurl.com/krcamp,positive,night,70-100,9093510.0,NA,Low,Medium
 I sound really Brummie lol but most of all I just hate looking at myself!,negative,morning,0-20,622980.0,AF,Low,Medium
_AliceV No  None in the house and I`m not sure i should drive to the coffee stand. It`s worse than I thought it would be.,negative,noon,21-30,1259200.0,AF,Low,Medium
 anything  bookmark - keychain - surprise me,positive,morning,46-60,9388211.0,AS,Medium,High
() Gonna watch JT on SNL tonight - not a fan of his music but think he`s hilarious! `**** in my Pants` - WAY too funny,negative,noon,60-70,1109500.0,SA,Low,Medium
may the 4th be with you! HAPPY STAR WARS DAY!,positive,night,31-45,55960.0,EU,Low,Medium
"angry, sad, happy, excited, i hate how my moods change  right now i am immensely sad =\",negative,noon,60-70,9240.0,AS,Medium,Medium
Bom dia! Good Morning! Guten Morgen! I am returning to Twitter!,positive,night,70-100,77240.0,Other,Medium,Medium
"bummer, my phone gets disconnected. on the weekend of my birthday. darn </3",negative,morning,0-20,2267050.0,AF,Low,Medium
 Yay! I am not the only Eurovision fan on twitter  #eurovision2009,positive,noon,21-30,42430.0,EU,Medium,Medium
Today I wrote two songs (one for temple which I will probably never perform ever) and one for mothers day. Happy vesak everyone  rena xoxo,positive,noon,60-70,48300.0,NA,Medium,Medium
"It`s called communifuckingcation.....learn it, know it, do it. These stupid **** people!",negative,morning,0-20,995450.0,AF,Medium,High
 Makes me wish I had dogs instead of cats!,negative,noon,21-30,20720.0,NA,Medium,Medium
_ai_08  Yeah hopefully but if not then maybe  i can save up and get it for christmas .. we will find out,positive,night,31-45,28050.0,AF,Low,Medium
 - I think  did an amazing presentation about the whole 'keeping review items' and tax thing at BlogHer `08  She`s awesome!,positive,noon,60-70,42390.0,EU,Low,Medium
 HELLO friend!! Welcome to Twitter!!,positive,morning,0-20,1000000.0,AF,Medium,High
Eating pringles at nearly 1 AM really reminds me  of touring with the Jonas Brothers (don`t ask).......I miss that so much....,negative,noon,21-30,18270.0,OC,Low,Low
